source_entity,target_entity,relationship_description,relationship_strength,readable_id,relationship_id,source_chunk_ids,embedding
ROYAL STABLES,HORSES,The royal stables house horses,5.0,272,41364639-be0b-4e5c-a72d-a24946e1d7e3,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
RIDERS,HORSES,The riders ride the horses,7.0,273,9b331c47-eb8b-4ef9-aa07-d9850f018638,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
EMPERORS HUNTSMEN,HORSES,The emperor's huntsmen hunt with horses,7.0,274,56ebef68-d02c-4362-9457-b4218cc18c6c,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
COURSER,HORSES,A courser is a type of horse,8.0,275,e3025c71-ffa9-4615-aace-82833eff7961,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
EMPEROR,RIDERS,The emperor commands the riders,9.0,276,87963c5a-f6aa-40c0-8cc1-398c9bb1c9bb,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
EMPEROR,EMPERORS HUNTSMEN,The emperor commands the huntsmen,9.0,277,344ee30f-41cf-40ef-b708-b1413eedc52a,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
MASTER OF HIS WOODS,WOODMEN,The master of the woods gives orders to the woodmen,8.0,278,4d62e6f0-1187-4295-9ffc-dbf5ce02417b,['318fe82f-3bf0-4d3c-b4c8-39adb99bc25f'],[]
CORNER,GROUND,The corners are located about two feet from the ground,8.0,279,d27b9710-6e0a-4161-ab10-e5aa06819bbf,['0b80388e-334b-4141-a2a0-a3e45d0017d3'],[]
HANDKERCHIEF,STICK,The handkerchief is attached to the sticks,7.0,280,097af394-1fec-4cfa-b205-b37967226f5f,['0b80388e-334b-4141-a2a0-a3e45d0017d3'],[]
STICK,GROUND,The sticks are fastened to the ground,6.0,281,a64f7cbe-9b11-40aa-bfd4-9ec7bf0b3d97,['0b80388e-334b-4141-a2a0-a3e45d0017d3'],[]
STICK,LEDGE,The sticks serve as ledges on each side,9.0,282,7cf9a811-fd79-48b1-885f-cd9802eff1cd,['0b80388e-334b-4141-a2a0-a3e45d0017d3'],[]
HANDKERCHIEF,DRUM,The handkerchief is tight as the top of a drum,7.0,283,e810a2b6-d8ee-4fe8-99a3-cb31a2f924e3,['0b80388e-334b-4141-a2a0-a3e45d0017d3'],[]
HIS MAJESTY,PROPOSAL,His Majesty approved of the proposal,8.0,284,09017047-4764-4099-8737-41c39c2f5623,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
HIS MAJESTY,OFFICERS,His Majesty appointed the officers to exercise the soldiers,7.0,285,42da810d-e08f-48a4-97d5-f85d41bcdeb5,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
PARTIES,ARROWS,The soldiers discharged the blunt arrows during the mock skirmishes,6.0,286,31446d7f-1922-4c46-9085-aec26e8385a1,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
PARTIES,SWORDS,The soldiers drew their swords during the mock skirmishes,6.0,287,57540504-679c-42ac-bd19-c7180035b7dd,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
PARTIES,STICKS,The sticks secured the soldiers and their horses during the mock skirmishes,6.0,288,c24e85c8-2074-448c-a43d-9e00bdd4e3ae,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
EMPEROR,PARTIES,The emperor observed the soldiers' performance and gave the word of command,9.0,289,5a32c53c-2b49-4540-8316-86ee8ee28c1b,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
EMPEROR,CLOSE CHAIR,The emperor allowed the empress to be seated in the close chair near the stage,7.0,290,af5f4e92-88a7-4e22-adc2-6a1032552847,['8cfead5c-2fce-4818-95cc-4fd56c32a772'],[]
HORSE,HANDKERCHIEF,The horse struck a hole in the handkerchief with its hoof,7.0,291,f62107f4-f621-4352-9549-1ef6eb7302c4,['74a5ba0c-9243-429d-8416-118642bb8dfd'],[]
HORSE,CAPTAINS,The horse belonged to one of the captains,6.0,292,bfe4a372-7b2b-42f8-afc1-698d4ad32f91,['74a5ba0c-9243-429d-8416-118642bb8dfd'],[]
SUBJECTS,HIS MAJESTY,The subjects of the king saw the black substance and informed him,5.0,293,2e5b94c6-88cc-4437-ad2b-c8f50a38b953,['a943fe2b-d50f-4fa4-bd00-f5d0328d6661'],[]
BLACK SUBSTANCE,GRASS,The black substance was lying on the grass,7.0,294,fe11bedd-a5c5-4831-996a-09d312c07eae,['a943fe2b-d50f-4fa4-bd00-f5d0328d6661'],[]
BLACK SUBSTANCE,MAN-MOUNTAIN,The subjects thought the black substance might belong to the man-mountain,6.0,295,0a33d5f8-08f6-441e-9578-00938dbb2fa0,['a943fe2b-d50f-4fa4-bd00-f5d0328d6661'],[]
SHIPWRECK,SHORE,The protagonist reached the shore after the shipwreck,8.0,296,c94de0ef-e5e1-423b-803e-892695088a9f,['d4eec198-ba02-48ab-9558-6a72ff0720ed'],[]
HAT,STRING,The hat was fastened to the protagonist's head with the string,6.0,297,82079c7a-159e-473d-b5d0-abee8afc5d93,['d4eec198-ba02-48ab-9558-6a72ff0720ed'],[]
HAT,SHORE,The hat fell off after the protagonist reached the shore,7.0,298,fd7c1e8c-690d-4c9d-9c02-234ac97148b0,['d4eec198-ba02-48ab-9558-6a72ff0720ed'],[]
IMPERIAL MAJESTY,HAT,The Imperial Majesty was asked to bring the hat,8.0,299,a602fa70-8fd6-4354-a893-ba7480281a7c,['22926b9d-8eb5-4ab5-a2aa-8abaf423ad05'],[]
WAGGONERS,HAT,The waggoners brought the hat,6.0,300,56196422-b93f-4b0c-8ef7-e6e5fcf0f7ad,['22926b9d-8eb5-4ab5-a2aa-8abaf423ad05'],[]
GENERAL,TROOPS,The General commanded the troops to march under the narrator,8.0,301,629faf3f-036f-406f-871f-1d124aa002c4,['0f3cf4f9-dc05-4346-96fb-044f912cd5a2'],[]
TROOPS,FOOT,The troops consisted of infantry soldiers,6.0,302,780ab755-d8dd-4ab8-aef9-ec2e1dcd43ac,['0f3cf4f9-dc05-4346-96fb-044f912cd5a2'],[]
TROOPS,HORSE,The troops consisted of cavalry soldiers,6.0,303,279c7c64-c5c5-45d4-9042-52c690b4d07b,['0f3cf4f9-dc05-4346-96fb-044f912cd5a2'],[]
SKYRESH BOLGOLAM,ADMIRAL,Skyresh Bolgolam opposes the protagonist's liberty and is a minister in the emperor's cabinet,8.0,304,b3cbd9f8-b4c6-473b-9153-4a6cdea7379c,['d32ae3d4-1861-4c81-9339-b3b53925c05e'],[]
ADMIRAL,EMPEROR,The Admiral is a minister in the emperor's cabinet and has the emperor's confidence,7.0,305,0ac31a1e-d78b-4d72-a898-22f1d74c06da,['d32ae3d4-1861-4c81-9339-b3b53925c05e'],[]
MY COUNTRY,THEIR LAWS,I followed the laws of the country I am from,5.0,306,6e68abfe-c8fb-4147-a9cf-d535f1d4ca3a,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
RIGHT FOOT,LEFT HAND,I held my right foot in my left hand,7.0,307,916ac06b-f93a-45fa-b387-5271d3dfb36c,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
MIDDLE FINGER,CROWN OF MY HEAD,I placed my middle finger on the crown of my head,8.0,308,fc48d0a0-e44a-4296-a47f-115222734e6a,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
MIDDLE FINGER,TIP OF MY RIGHT EAR,I placed my middle finger on the tip of my right ear,8.0,309,e1027f7f-35aa-4dd0-a36a-967e28172a71,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
TRANSLATION,WHOLE INSTRUMENT,The translation is a version of the whole instrument,9.0,310,6f9d2743-d7a5-439f-b3f3-a1940df1dcc6,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
WHOLE INSTRUMENT,PUBLIC,The whole instrument is offered to the public,6.0,311,3ef8d352-b09c-42d2-b828-ceafba7b21ec,['b53d65b2-207d-4aca-8f07-a2253330d0b3'],[]
GOLBASTO MOMAREM EVLAME GURDILO SHEFIN MULLY ULLY GUE,LILLIPUT,Golbasto Momarem Evlame Gurdilo Shefin Mully Ully Gue is the Emperor of Lilliput,10.0,312,547cede1-649a-4d8d-9ef1-4c6b88e8fd62,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
GOLBASTO MOMAREM EVLAME GURDILO SHEFIN MULLY ULLY GUE,GLOBE,Golbasto Momarem Evlame Gurdilo Shefin Mully Ully Gue's dominions extend to the extremities of the globe,8.0,313,6418901f-455d-4d1f-8d00-76e3863dd7c5,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
GOLBASTO MOMAREM EVLAME GURDILO SHEFIN MULLY ULLY GUE,MONARCHS,Monarchs of the earth shake their knees at the nod of Golbasto Momarem Evlame Gurdilo Shefin Mully Ully Gue,9.0,314,a612c6a9-25a0-483a-8c64-8b80163e0c55,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
MAN-MOUNTAIN,LILLIPUT,The man-mountain has arrived in Lilliput,7.0,315,8d338572-12c7-42d5-af6b-ef7190ab7107,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
MAN-MOUNTAIN,GREAT SEAL,The man-mountain requires the great seal to depart from Lilliput,6.0,316,b19e96d0-37ce-4f76-a2d8-7b4f715a2b0f,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
MAN-MOUNTAIN,METROPOLIS,The man-mountain is not allowed to enter the metropolis without express order,8.0,317,8a1c2279-514f-4443-967f-3924115cec28,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
METROPOLIS,INHABITANTS,The inhabitants of Lilliput must stay indoors when the man-mountain enters the metropolis,7.0,318,74c519ac-323a-4a1a-b4b2-adcd94ce86f9,['5a088c7c-26e4-465f-ad46-c329351c3692'],[]
MAN-MOUNTAIN,HIGH ROADS,The man-mountain is allowed to walk on the high roads,8.0,319,c899197b-f656-4ca8-a167-9605810892cb,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,MEADOW,The man-mountain is not allowed to walk or lie down in a meadow,6.0,320,405921db-0274-4deb-a831-dd9520fa9fc2,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,FIELD OF CORN,The man-mountain is not allowed to walk or lie down in a field of corn,6.0,321,f7ca012c-fb61-4b5c-a4e8-e60f6a38c6df,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,LOVING SUBJECTS,"The man-mountain must avoid trampling on the bodies of the loving subjects, as well as their horses and carriages. Additionally, the man-mountain should not touch any of the loving subjects without their consent.",9.0,322,46801287-561d-4bb2-a48c-38fd9d8c4e6b,"['4f9d9b80-9c87-4cc6-8341-0af9afafff7d', '4f9d9b80-9c87-4cc6-8341-0af9afafff7d']",[]
MAN-MOUNTAIN,MESSENGER,The man-mountain is required to carry the messenger and horse for a six days journey once in every moon,7.0,323,f97c9908-559a-479a-b27d-06b4ef4f7938,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,IMPERIAL PRESENCE,The man-mountain is required to return the messenger back to the imperial presence if so required,7.0,324,cf1acb80-aa95-4dec-a194-1ee206870975,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,ISLAND OF BLEFUSCU,The man-mountain is an ally against the enemies in the island of Blefuscu,9.0,325,84e0a00b-a82e-4598-a3c9-93b46b42bc92,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,FLEET,The man-mountain is required to do his utmost to destroy the fleet of the enemies in the island of Blefuscu,9.0,326,9cbbb618-1142-4f6d-97c5-47fe8296e8e3,['4f9d9b80-9c87-4cc6-8341-0af9afafff7d'],[]
MAN-MOUNTAIN,WORKMEN,The man-mountain is assisting the workmen in raising the great stones for construction.,8.0,327,7bb71ada-5e16-453e-b108-158d5aea3f1c,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
MAN-MOUNTAIN,PRINCIPAL PARK,The man-mountain is helping to cover the wall of the principal park with great stones.,7.0,328,f0f28f5d-9c8b-40d3-a23c-2e912be14e50,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
MAN-MOUNTAIN,ROYAL BUILDINGS,The man-mountain is assisting in the construction of the royal buildings.,7.0,329,5a1d9e9d-9365-4c56-9746-b0eb759227f0,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
MAN-MOUNTAIN,COAST,The man-mountain is tasked with surveying the circumference of the dominions by pacing around the coast.,9.0,330,e3680f7d-1990-40ec-8e5f-8dd10ff5461b,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
MAN-MOUNTAIN,PALACE,The man-mountain has free access to the royal person and is given a daily allowance of meat and drink.,10.0,331,6a0f4305-453a-403d-ac77-9399ca95680b,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
MAN-MOUNTAIN,BELFABORAC,The man-mountain is given the terms of his employment at the palace in Belfaborac.,6.0,332,458c4a4a-8498-4d5a-a489-44d0a42b6eb6,['a044842d-2eaf-4b33-9758-91bbe5e54e01'],[]
SKYRESH BOLGOLAM,EMPEROR,Skyresh Bolgolam's malice led to the speaker's release from chains,8.0,333,31c18e75-eab4-4bc1-9ac1-1c227bd43bdc,['a11d956e-18d2-4368-b8f4-29d301ef2e03'],[]
EMPEROR,LILLIPUTIANS,The Emperor grants the narrator a quantity of food sufficient for the support of 1724 Lilliputians,8.0,334,f6662317-d65c-4419-9ba1-238f52335432,['54e0ed69-f9af-4723-b8d0-fdbc3b589d79'],[]
MATHEMATICIANS,EMPEROR,The mathematicians determine the quantity of food required for the narrator based on the height comparison between the narrator and the Lilliputians,7.0,335,79c45dcb-aeb4-42ea-86a2-d4ca90980bb2,['54e0ed69-f9af-4723-b8d0-fdbc3b589d79'],[]
FRIEND,COURT,The friend at court provides information about the determinate number of Lilliputians to the narrator,6.0,336,9502367f-76d5-446b-bf26-7aac93c93057,['54e0ed69-f9af-4723-b8d0-fdbc3b589d79'],[]
AUTHOR,PRINCIPAL SECRETARY,The author has a conversation with the principal secretary about the affairs of the empire,6.0,337,1e43b389-5ded-40bd-b18d-79a75f6e92d7,['2b114564-32e2-4959-b147-68fb38bf3c38'],[]
MILDENDO,LILLIPUT,Mildendo is the metropolis of Lilliput,9.0,338,fe9c568e-8499-4c78-a743-e7a40f2be657,['2b114564-32e2-4959-b147-68fb38bf3c38'],[]
MILDENDO,EMPERORS PALACE,The emperor's palace is located in Mildendo,9.0,339,e333795f-e036-40cc-bfc9-df25871b306c,['2b114564-32e2-4959-b147-68fb38bf3c38'],[]
EMPEROR,MILDENDO,The emperor granted the narrator permission to visit Mildendo,8.0,340,44c29db8-2e23-492a-b4c7-d676fe5e51b9,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
INHABITANTS,MILDENDO,The people living in Mildendo were informed of the narrator's visit,6.0,341,c7c78522-854b-452d-8ca1-4b4d41c11707,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
HOUSES,MILDENDO,The narrator had to be careful not to damage the roofs and eaves of the houses in Mildendo,7.0,342,ef327acf-e3b1-4e5d-b3ae-6ed6f2ccff82,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
WALL,MILDENDO,The wall surrounds and protects Mildendo,9.0,343,fe6dd504-28ab-4129-a99c-b6432b879982,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
COACH AND HORSES,WALL,The coach and horses can safely travel around the wall of Mildendo,8.0,344,dc831dc1-c8b9-480b-a157-4d90138b87d0,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
TOWERS,WALL,The towers are located along the wall of Mildendo,7.0,345,499f2830-c9f5-4ae6-a839-3b9f4140118a,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
WESTERN GATE,MILDENDO,The narrator entered Mildendo through the western gate,6.0,346,c0b2b40e-aecc-4c6d-8a1a-b4a3ec710163,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
STREETS,MILDENDO,The narrator walked through the streets of Mildendo,7.0,347,d81ec705-6496-4344-af0e-6875ac2e69d3,['36d7f37d-681d-44bf-82f2-65dee23b5b09'],[]
CITY,STREETS,The two great streets divide the city into four quarters.,8.0,348,7d4a4465-8100-4774-a7ce-55026b1f7ebe,['7d081f11-b522-46c9-a91c-2ac179a79915'],[]
EMPERORS PALACE,CITY,The emperor's palace is located in the city,8.0,349,f2dda9b9-2836-47f4-a45d-beed7782e794,['02d37986-cf84-4850-a0aa-d01db6d4e604'],[]
EMPERORS PALACE,WALL,The palace is enclosed by a wall,7.0,350,54c31836-2ebc-4ff1-aa4b-183e3195fe30,['02d37986-cf84-4850-a0aa-d01db6d4e604'],[]
EMPERORS PALACE,SPACE,The space between the wall and the palace allows for a view of the palace,9.0,351,51d472b8-3aa5-4f73-8d85-15499cf7074c,['02d37986-cf84-4850-a0aa-d01db6d4e604'],[]
EMPERORS PALACE,OUTWARD COURT,The palace includes an outward court,6.0,352,56c07550-bb50-42f7-bde2-17a3cd9b4f24,['02d37986-cf84-4850-a0aa-d01db6d4e604'],[]
OUTWARD COURT,ROYAL APARTMENTS,The royal apartments are located within the outward court,5.0,353,8ee3b91d-70ba-4d12-9732-a5dcb158ea74,['02d37986-cf84-4850-a0aa-d01db6d4e604'],[]
ROYAL PARK,TREES,The trees were cut down in the royal park to make stools,8.0,354,145c056c-a8de-4190-bd9c-08c0c594063a,['3867180e-9070-4b1e-aac3-2a402176c134'],[]
TREES,STOOLS,The trees were used to make the stools,9.0,355,c8773776-5964-4617-93fe-4edf4a92ba4d,['3867180e-9070-4b1e-aac3-2a402176c134'],[]
STOOLS,PALACE,The stools were taken to the palace,7.0,356,19be2de7-8ad5-4ef2-930a-163afc28a855,['3867180e-9070-4b1e-aac3-2a402176c134'],[]
EMPIRE,PRINCES,The princes are the rulers of the empire.,8.0,357,6fe60726-3d07-47f4-b2f1-7237fa1fcb77,['2ce48827-1b05-4242-b38f-6aa06b5b800f'],[]
EMPIRE,PLANTS,The empire has unique and interesting plants.,6.0,358,83be5c92-03a9-4fc5-bc65-30af99691b21,['2ce48827-1b05-4242-b38f-6aa06b5b800f'],[]
EMPIRE,ANIMALS,The empire has diverse and fascinating animals.,6.0,359,e38374e0-e4c6-43d5-aecf-bcbe775a9c1e,['2ce48827-1b05-4242-b38f-6aa06b5b800f'],[]
EMPIRE,MANNERS,The empire has distinct and noteworthy manners and customs.,6.0,360,fadc57c6-fcfb-47df-b415-a216111cf64b,['2ce48827-1b05-4242-b38f-6aa06b5b800f'],[]
EMPIRE,CUSTOMS,The empire has distinct and noteworthy manners and customs.,6.0,361,e3701cd9-1343-42b9-8ed0-1af352eff8d2,['2ce48827-1b05-4242-b38f-6aa06b5b800f'],[]
RELDRESAL,SECRETARY,Reldresal is the principal secretary for private affairs at court.,8.0,362,95dd7a96-82ec-4050-bcc7-a58ad14c7ca0,['3a0ecf13-0a52-48ee-b1c4-fb891151697b'],[]
RELDRESAL,COACH,Reldresal uses a coach to travel to the speaker's house.,6.0,363,8bad50b1-0b3d-4798-b576-1683dd7d5cee,['3a0ecf13-0a52-48ee-b1c4-fb891151697b'],[]
RELDRESAL,COURT,Reldresal works at the court where the speaker obtained their liberty.,7.0,364,2487cd7b-68bc-4b5b-9b18-c48c963d522a,['3a0ecf13-0a52-48ee-b1c4-fb891151697b'],[]
RELDRESAL,SERVANT,Reldresal is accompanied by a servant to the speaker's house.,5.0,365,6e392b54-7fec-412f-8a80-ae95b59a9a99,['3a0ecf13-0a52-48ee-b1c4-fb891151697b'],[]
VIOLENT FACTION,INVASION,The violent faction at home poses a risk of weakening the empire's defense against the potential invasion,8.0,366,102c465a-c084-43ec-a40d-1b755b0eaa54,['dbd95788-172c-4744-8611-ba7b9cc9fc7e'],[]
MOST POTENT ENEMY,INVASION,The most potent enemy from abroad is the potential invader that the empire needs to defend against,10.0,367,38f3440b-e9b9-4950-b6b4-565f337e1a30,['dbd95788-172c-4744-8611-ba7b9cc9fc7e'],[]
TRAMECKSAN,VIOLENT FACTION,"Tramecksan is one of the struggling parties in the empire, which may be associated with the violent faction at home",6.0,368,28e8203a-ad25-4673-87eb-ae3902260ad9,['dbd95788-172c-4744-8611-ba7b9cc9fc7e'],[]
SLAMECKSAN,VIOLENT FACTION,"Slamecksan is one of the struggling parties in the empire, which may be associated with the violent faction at home",6.0,369,38ca45e0-ca00-417c-9484-be31dc38e8a1,['dbd95788-172c-4744-8611-ba7b9cc9fc7e'],[]
LOW HEELS,GOVERNMENT,Low heels are used in the administration of the government,7.0,370,1985234d-1764-4a18-a436-95e6f4dee699,['907064e9-c809-481f-90fb-7086e348197a'],[]
CROWN,LOW HEELS,The crown has the power to determine the use of low heels,8.0,371,40e020fe-e61f-4ed1-a300-f2d162cf07be,['907064e9-c809-481f-90fb-7086e348197a'],[]
TRAMECKSAN,HIGH HEELS,Tramecksan wear high heels,6.0,372,7b94e19c-ba7c-424d-862e-b19151c7dfbf,['907064e9-c809-481f-90fb-7086e348197a'],[]
TRAMECKSAN,GOVERNMENT,The Tramecksan and the government are in conflict,9.0,373,512973a7-6ccf-464a-9ed7-41d884518acc,['907064e9-c809-481f-90fb-7086e348197a'],[]
TRAMECKSAN,CROWN,The power is on the side of the crown against the Tramecksan,9.0,374,dff0bc59-7c59-4b7a-ad47-9b32a5aa6c80,['907064e9-c809-481f-90fb-7086e348197a'],[]
BLEFUSCU,GOVERNMENT,Blefuscu is threatening to invade the government,7.0,375,48ee3ad6-a595-4394-a29a-5fa79227a98d,['907064e9-c809-481f-90fb-7086e348197a'],[]
BLEFUSCU,LILLIPUT,Blefuscu is an island located to the north-east of Lilliput. It is threatening to invade Lilliput. The speaker's brother from Blefuscu has the authority to order the speaker's return to Lilliput. The envoy has returned to Lilliput from Blefuscu.,5.8,376,15c549ab-b3cc-4e82-9f68-7629dbecdd37,"['358b79ef-b006-4620-9913-df2b8c426f38', '64ab865f-b990-471d-bb69-c49ba1ccbfa0', '04875eff-939a-40a7-8f42-0c6f420e2160', '04875eff-939a-40a7-8f42-0c6f420e2160', '01fa3756-d980-49d2-b94e-4a3182f4c504']",[]
KINGDOMS,PHILOSOPHERS,The philosophers doubt the existence of other kingdoms and states,5.0,377,54e5b79c-a3d1-4685-85ac-aa5c94ff0e1a,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
MOON,PHILOSOPHERS,The philosophers think the speaker may have come from the moon,7.0,378,b9ad3147-0073-4534-b25f-6f5cd963667e,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
STARS,PHILOSOPHERS,The philosophers think the speaker may have come from one of the stars,7.0,379,f255c20a-48c5-44c5-bbcb-2f8b92db8df9,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
KINGDOMS,HIS MAJESTY'S DOMINIONS,The existence of other kingdoms could threaten the king's dominions,6.0,380,122fad57-e0a2-41cc-bb1e-29659f45348c,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
LILLIPUT,BLEFUSCU,Lilliput and Blefuscu are engaged in a war,9.0,381,874eebad-fbf4-4094-9a1d-1d625df13ff0,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
EGGS,ANCIENT PRACTICE,Eggs were traditionally broken in a certain way,8.0,382,483f0186-ec74-4b04-bc1d-11c9f992adb4,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
PRESENT MAJESTY'S GRANDFATHER,EGGS,The king's grandfather had an accident while breaking an egg,7.0,383,49200a83-34be-4d7c-92d9-cec1eeee6721,['0ce8511b-e022-42f0-8ec9-8fa5a2513fc9'],[]
BLEFUSCA,EMPERORS OF BLEFUSCA,The emperors of Blefusca accused us of making a schism in religion,5.0,384,b528c843-7ee3-4df9-b53e-12d7f67cce9e,['d2e6d44a-62be-42d5-8c84-37bfd024fc18'],[]
EMPERORS OF BLEFUSCA,AMBASSADORS,The emperors of Blefusca expostulated by their ambassadors,4.0,385,3e692100-0983-46e7-8ac3-d0d13a14b6a4,['d2e6d44a-62be-42d5-8c84-37bfd024fc18'],[]
RELIGION,BLEFUSCA,The controversy involves a schism in religion in Blefusca,6.0,386,877cefab-6d4d-4eb2-93ae-5ee2bc700651,['d2e6d44a-62be-42d5-8c84-37bfd024fc18'],[]
RELIGION,PROPHET LUSTROG,The controversy involves a fundamental doctrine of our great prophet Lustrog,8.0,387,d7272eb5-d33c-43d6-93a1-5ad8c9717ece,['d2e6d44a-62be-42d5-8c84-37bfd024fc18'],[]
RELIGION,BLUNDECRAL,The controversy involves a fundamental doctrine in the book Blundecral,7.0,388,f6e5ea7f-ab2d-48b8-b3f2-e741662a0e06,['d2e6d44a-62be-42d5-8c84-37bfd024fc18'],[]
BIG-ENDIAN,BLEFUSCUS,The Big-endian exiles have found support from the emperor of Blefuscus court,8.0,389,b217fe2e-4bef-4d89-9db9-425010c56b80,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
BIG-ENDIAN,LILLIPUT,The Big-endian exiles have been involved in a bloody war with the emperor of Lilliput,9.0,390,5c516ceb-c3b5-4343-84cb-c732170f04cc,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
CAPITAL SHIPS,BIG-ENDIAN,We have lost forty capital ships in the war with the Big-endian exiles,7.0,391,e95a5387-8cf0-4378-bb71-b2bf36e3b64f,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SMALLER VESSELS,BIG-ENDIAN,We have lost a greater number of smaller vessels in the war with the Big-endian exiles,6.0,392,ffb6c75d-7708-47b7-af25-23e805b86f0c,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SEAMEN,BIG-ENDIAN,We have lost thirty thousand of our best seamen in the war with the Big-endian exiles,8.0,393,63e3e865-afee-4628-9532-5be02d51d515,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SOLDIERS,BIG-ENDIAN,We have lost thirty thousand of our best soldiers in the war with the Big-endian exiles,8.0,394,6f05e2b3-2638-4e0f-90c8-4470cd6b7b57,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
CAPITAL SHIPS,LILLIPUT,The enemy has received damage to their capital ships in the war with the Big-endian exiles,6.0,395,4897da9f-06a8-408a-bd04-9d873e045e90,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SMALLER VESSELS,LILLIPUT,The enemy has received damage to their smaller vessels in the war with the Big-endian exiles,5.0,396,be893897-7d85-415b-9eb4-ba0c7a1458bf,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SEAMEN,LILLIPUT,The enemy has lost a significant number of seamen in the war with the Big-endian exiles,7.0,397,45bd64d4-27ed-4f36-b47f-ebf4fb1a70c6,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
SOLDIERS,LILLIPUT,The enemy has lost a significant number of soldiers in the war with the Big-endian exiles,7.0,398,af3b1273-9cc5-4727-b63d-809898e37fec,['8924185e-6f50-49c9-a712-0a4be705479f'],[]
BLEFUSCU,CHANNEL,Blefuscu is separated from Lilliput by a channel,8.0,399,b1e63e8d-8cc2-4fc5-bf5b-b942cd1e598f,['64ab865f-b990-471d-bb69-c49ba1ccbfa0'],[]
ENEMYS SHIPS,BLEFUSCU,The enemy's ships are potentially a threat to Blefuscu,6.0,400,d1c4aae4-43d3-400d-bcdf-caab37f6e343,['64ab865f-b990-471d-bb69-c49ba1ccbfa0'],[]
EMPEROR,BLEFUSCU,"The Emperor of Lilliput has forbidden any contact with Blefuscu. Additionally, the Emperor is also the ruler of Blefuscu.",9.5,401,de2f542f-617f-4810-b6b5-1955498b77cd,"['64ab865f-b990-471d-bb69-c49ba1ccbfa0', 'fcb5b842-d3ae-40e2-aba8-9c0a9b7b13c3']",[]
